zombie_step,human_step,surviving_humans
0.1,0.0,3739
0.1,0.10344827586206896,3733
0.1,0.20689655172413793,3670
0.1,0.3103448275862069,3691
0.1,0.41379310344827586,3660
0.1,0.5172413793103449,3631
0.1,0.6206896551724138,3610
0.1,0.7241379310344827,3596
0.1,0.8275862068965517,3557
0.1,0.9310344827586208,3598
0.1,1.0344827586206897,3630
0.1,1.1379310344827585,3507
0.1,1.2413793103448276,3335
0.1,1.3448275862068966,3245
0.1,1.4482758620689653,3184
0.1,1.5517241379310347,3050
0.1,1.6551724137931034,3005
0.1,1.7586206896551722,2981
0.1,1.8620689655172415,2741
0.1,1.9655172413793103,2719
0.1,2.0689655172413794,2769
0.1,2.1724137931034484,2673
0.1,2.275862068965517,2696
0.1,2.3793103448275863,2591
0.1,2.4827586206896552,2573
0.1,2.586206896551724,2561
0.1,2.689655172413793,2687
0.1,2.793103448275862,2448
0.1,2.8965517241379306,2562
0.1,3.0,2541
0.1310344827586207,0.0,3700
0.1310344827586207,0.10344827586206896,3651
0.1310344827586207,0.20689655172413793,3643
0.1310344827586207,0.3103448275862069,3599
0.1310344827586207,0.41379310344827586,3569
0.1310344827586207,0.5172413793103449,3549
0.1310344827586207,0.6206896551724138,3514
0.1310344827586207,0.7241379310344827,3429
0.1310344827586207,0.8275862068965517,3467
0.1310344827586207,0.9310344827586208,3522
0.1310344827586207,1.0344827586206897,3473
0.1310344827586207,1.1379310344827585,3369
0.1310344827586207,1.2413793103448276,3299
0.1310344827586207,1.3448275862068966,3124
0.1310344827586207,1.4482758620689653,3074
0.1310344827586207,1.5517241379310347,2846
0.1310344827586207,1.6551724137931034,2721
0.1310344827586207,1.7586206896551722,2804
0.1310344827586207,1.8620689655172415,2681
0.1310344827586207,1.9655172413793103,2577
0.1310344827586207,2.0689655172413794,2561
0.1310344827586207,2.1724137931034484,2570
0.1310344827586207,2.275862068965517,2572
0.1310344827586207,2.3793103448275863,2400
0.1310344827586207,2.4827586206896552,2452
0.1310344827586207,2.586206896551724,2431
0.1310344827586207,2.689655172413793,2324
0.1310344827586207,2.793103448275862,2338
0.1310344827586207,2.8965517241379306,2313
0.1310344827586207,3.0,2188
0.16206896551724137,0.0,3642
0.16206896551724137,0.10344827586206896,3642
0.16206896551724137,0.20689655172413793,3562
0.16206896551724137,0.3103448275862069,3580
0.16206896551724137,0.41379310344827586,3532
0.16206896551724137,0.5172413793103449,3497
0.16206896551724137,0.6206896551724138,3415
0.16206896551724137,0.7241379310344827,3435
0.16206896551724137,0.8275862068965517,3416
0.16206896551724137,0.9310344827586208,3411
0.16206896551724137,1.0344827586206897,3333
0.16206896551724137,1.1379310344827585,3292
0.16206896551724137,1.2413793103448276,3102
0.16206896551724137,1.3448275862068966,2961
0.16206896551724137,1.4482758620689653,2915
0.16206896551724137,1.5517241379310347,2747
0.16206896551724137,1.6551724137931034,2739
0.16206896551724137,1.7586206896551722,2624
0.16206896551724137,1.8620689655172415,2540
0.16206896551724137,1.9655172413793103,2380
0.16206896551724137,2.0689655172413794,2352
0.16206896551724137,2.1724137931034484,2235
0.16206896551724137,2.275862068965517,2402
0.16206896551724137,2.3793103448275863,2324
0.16206896551724137,2.4827586206896552,2149
0.16206896551724137,2.586206896551724,2117
0.16206896551724137,2.689655172413793,2154
0.16206896551724137,2.793103448275862,2069
0.16206896551724137,2.8965517241379306,2195
0.16206896551724137,3.0,2049
0.19310344827586207,0.0,3643
0.19310344827586207,0.10344827586206896,3588
0.19310344827586207,0.20689655172413793,3557
0.19310344827586207,0.3103448275862069,3464
0.19310344827586207,0.41379310344827586,3430
0.19310344827586207,0.5172413793103449,3440
0.19310344827586207,0.6206896551724138,3331
0.19310344827586207,0.7241379310344827,3281
0.19310344827586207,0.8275862068965517,3327
0.19310344827586207,0.9310344827586208,3241
0.19310344827586207,1.0344827586206897,3247
0.19310344827586207,1.1379310344827585,3187
0.19310344827586207,1.2413793103448276,3005
0.19310344827586207,1.3448275862068966,2896
0.19310344827586207,1.4482758620689653,2716
0.19310344827586207,1.5517241379310347,2714
0.19310344827586207,1.6551724137931034,2596
0.19310344827586207,1.7586206896551722,2408
0.19310344827586207,1.8620689655172415,2280
0.19310344827586207,1.9655172413793103,2303
0.19310344827586207,2.0689655172413794,2242
0.19310344827586207,2.1724137931034484,2085
0.19310344827586207,2.275862068965517,2052
0.19310344827586207,2.3793103448275863,2057
0.19310344827586207,2.4827586206896552,1951
0.19310344827586207,2.586206896551724,1991
0.19310344827586207,2.689655172413793,1896
0.19310344827586207,2.793103448275862,1844
0.19310344827586207,2.8965517241379306,1918
0.19310344827586207,3.0,1843
0.22413793103448276,0.0,3585
0.22413793103448276,0.10344827586206896,3572
0.22413793103448276,0.20689655172413793,3500
0.22413793103448276,0.3103448275862069,3450
0.22413793103448276,0.41379310344827586,3379
0.22413793103448276,0.5172413793103449,3346
0.22413793103448276,0.6206896551724138,3223
0.22413793103448276,0.7241379310344827,3223
0.22413793103448276,0.8275862068965517,3194
0.22413793103448276,0.9310344827586208,3149
0.22413793103448276,1.0344827586206897,3158
0.22413793103448276,1.1379310344827585,2990
0.22413793103448276,1.2413793103448276,2889
0.22413793103448276,1.3448275862068966,2693
0.22413793103448276,1.4482758620689653,2632
0.22413793103448276,1.5517241379310347,2522
0.22413793103448276,1.6551724137931034,2383
0.22413793103448276,1.7586206896551722,2324
0.22413793103448276,1.8620689655172415,2248
0.22413793103448276,1.9655172413793103,2229
0.22413793103448276,2.0689655172413794,2003
0.22413793103448276,2.1724137931034484,1964
0.22413793103448276,2.275862068965517,1850
0.22413793103448276,2.3793103448275863,1886
0.22413793103448276,2.4827586206896552,1804
0.22413793103448276,2.586206896551724,1744
0.22413793103448276,2.689655172413793,1713
0.22413793103448276,2.793103448275862,1672
0.22413793103448276,2.8965517241379306,1538
0.22413793103448276,3.0,1566
0.25517241379310346,0.0,3531
0.25517241379310346,0.10344827586206896,3486
0.25517241379310346,0.20689655172413793,3443
0.25517241379310346,0.3103448275862069,3339
0.25517241379310346,0.41379310344827586,3329
0.25517241379310346,0.5172413793103449,3256
0.25517241379310346,0.6206896551724138,3184
0.25517241379310346,0.7241379310344827,3193
