zombie_step,human_step,surviving_humans
0.1,0.0,3709
0.1,0.10344827586206896,3716
0.1,0.20689655172413793,3727
0.1,0.3103448275862069,3678
0.1,0.41379310344827586,3647
0.1,0.5172413793103449,3624
0.1,0.6206896551724138,3673
0.1,0.7241379310344827,3591
0.1,0.8275862068965517,3561
0.1,0.9310344827586208,3603
0.1,1.0344827586206897,3629
0.1,1.1379310344827585,3515
0.1,1.2413793103448276,3382
0.1,1.3448275862068966,3282
0.1,1.4482758620689653,3127
0.1,1.5517241379310347,3009
0.1,1.6551724137931034,3067
0.1,1.7586206896551722,2932
0.1,1.8620689655172415,2854
0.1,1.9655172413793103,2732
0.1,2.0689655172413794,2757
0.1,2.1724137931034484,2596
0.1,2.275862068965517,2608
0.1,2.3793103448275863,2575
0.1,2.4827586206896552,2608
0.1,2.586206896551724,2535
0.1,2.689655172413793,2636
0.1,2.793103448275862,2508
0.1,2.8965517241379306,2563
0.1,3.0,2527
0.1310344827586207,0.0,3754
0.1310344827586207,0.10344827586206896,3693
0.1310344827586207,0.20689655172413793,3650
0.1310344827586207,0.3103448275862069,3621
0.1310344827586207,0.41379310344827586,3621
0.1310344827586207,0.5172413793103449,3567
0.1310344827586207,0.6206896551724138,3482
0.1310344827586207,0.7241379310344827,3492
0.1310344827586207,0.8275862068965517,3453
0.1310344827586207,0.9310344827586208,3500
0.1310344827586207,1.0344827586206897,3469
0.1310344827586207,1.1379310344827585,3371
0.1310344827586207,1.2413793103448276,3204
0.1310344827586207,1.3448275862068966,3152
0.1310344827586207,1.4482758620689653,3127
0.1310344827586207,1.5517241379310347,2955
0.1310344827586207,1.6551724137931034,2804
0.1310344827586207,1.7586206896551722,2664
0.1310344827586207,1.8620689655172415,2726
0.1310344827586207,1.9655172413793103,2635
0.1310344827586207,2.0689655172413794,2485
0.1310344827586207,2.1724137931034484,2481
0.1310344827586207,2.275862068965517,2497
0.1310344827586207,2.3793103448275863,2552
0.1310344827586207,2.4827586206896552,2439
0.1310344827586207,2.586206896551724,2342
0.1310344827586207,2.689655172413793,2213
0.1310344827586207,2.793103448275862,2310
0.1310344827586207,2.8965517241379306,2241
0.1310344827586207,3.0,2258
0.16206896551724137,0.0,3655
0.16206896551724137,0.10344827586206896,3609
0.16206896551724137,0.20689655172413793,3563
0.16206896551724137,0.3103448275862069,3554
0.16206896551724137,0.41379310344827586,3522
0.16206896551724137,0.5172413793103449,3435
0.16206896551724137,0.6206896551724138,3428
0.16206896551724137,0.7241379310344827,3413
0.16206896551724137,0.8275862068965517,3353
0.16206896551724137,0.9310344827586208,3362
0.16206896551724137,1.0344827586206897,3321
0.16206896551724137,1.1379310344827585,3244
0.16206896551724137,1.2413793103448276,3151
0.16206896551724137,1.3448275862068966,3026
0.16206896551724137,1.4482758620689653,2944
0.16206896551724137,1.5517241379310347,2790
0.16206896551724137,1.6551724137931034,2655
0.16206896551724137,1.7586206896551722,2579
0.16206896551724137,1.8620689655172415,2576
0.16206896551724137,1.9655172413793103,2468
0.16206896551724137,2.0689655172413794,2356
0.16206896551724137,2.1724137931034484,2363
0.16206896551724137,2.275862068965517,2279
0.16206896551724137,2.3793103448275863,2270
0.16206896551724137,2.4827586206896552,2143
0.16206896551724137,2.586206896551724,2149
0.16206896551724137,2.689655172413793,2171
0.16206896551724137,2.793103448275862,2013
0.16206896551724137,2.8965517241379306,2041
0.16206896551724137,3.0,1978
0.19310344827586207,0.0,3584
0.19310344827586207,0.10344827586206896,3575
0.19310344827586207,0.20689655172413793,3580
0.19310344827586207,0.3103448275862069,3515
0.19310344827586207,0.41379310344827586,3450
0.19310344827586207,0.5172413793103449,3434
0.19310344827586207,0.6206896551724138,3346
0.19310344827586207,0.7241379310344827,3284
0.19310344827586207,0.8275862068965517,3244
0.19310344827586207,0.9310344827586208,3275
0.19310344827586207,1.0344827586206897,3227
0.19310344827586207,1.1379310344827585,2991
0.19310344827586207,1.2413793103448276,2951
0.19310344827586207,1.3448275862068966,2911
0.19310344827586207,1.4482758620689653,2763
0.19310344827586207,1.5517241379310347,2619
0.19310344827586207,1.6551724137931034,2454
0.19310344827586207,1.7586206896551722,2472
0.19310344827586207,1.8620689655172415,2369
0.19310344827586207,1.9655172413793103,2283
0.19310344827586207,2.0689655172413794,2241
0.19310344827586207,2.1724137931034484,2124
0.19310344827586207,2.275862068965517,2088
0.19310344827586207,2.3793103448275863,2195
0.19310344827586207,2.4827586206896552,2157
0.19310344827586207,2.586206896551724,1976
0.19310344827586207,2.689655172413793,1897
0.19310344827586207,2.793103448275862,1987
0.19310344827586207,2.8965517241379306,1874
0.19310344827586207,3.0,1648
0.22413793103448276,0.0,3592
0.22413793103448276,0.10344827586206896,3564
0.22413793103448276,0.20689655172413793,3525
0.22413793103448276,0.3103448275862069,3430
0.22413793103448276,0.41379310344827586,3427
0.22413793103448276,0.5172413793103449,3397
0.22413793103448276,0.6206896551724138,3219
0.22413793103448276,0.7241379310344827,3168
0.22413793103448276,0.8275862068965517,3194
0.22413793103448276,0.9310344827586208,3136
0.22413793103448276,1.0344827586206897,3092
0.22413793103448276,1.1379310344827585,3009
0.22413793103448276,1.2413793103448276,2949
0.22413793103448276,1.3448275862068966,2815
0.22413793103448276,1.4482758620689653,2557
0.22413793103448276,1.5517241379310347,2438
0.22413793103448276,1.6551724137931034,2439
0.22413793103448276,1.7586206896551722,2341
0.22413793103448276,1.8620689655172415,2185
0.22413793103448276,1.9655172413793103,2202
0.22413793103448276,2.0689655172413794,2015
0.22413793103448276,2.1724137931034484,2006
0.22413793103448276,2.275862068965517,1949
0.22413793103448276,2.3793103448275863,1797
0.22413793103448276,2.4827586206896552,1805
0.22413793103448276,2.586206896551724,1661
0.22413793103448276,2.689655172413793,1799
0.22413793103448276,2.793103448275862,1507
0.22413793103448276,2.8965517241379306,1654
0.22413793103448276,3.0,1489
0.25517241379310346,0.0,3503
0.25517241379310346,0.10344827586206896,3506
0.25517241379310346,0.20689655172413793,3442
0.25517241379310346,0.3103448275862069,3422
0.25517241379310346,0.41379310344827586,3275
0.25517241379310346,0.5172413793103449,3274
0.25517241379310346,0.6206896551724138,3172
0.25517241379310346,0.7241379310344827,3120
0.25517241379310346,0.8275862068965517,3092
0.25517241379310346,0.9310344827586208,3068
0.25517241379310346,1.0344827586206897,3003
0.25517241379310346,1.1379310344827585,2903
0.25517241379310346,1.2413793103448276,2752
0.25517241379310346,1.3448275862068966,2541
0.25517241379310346,1.4482758620689653,2477
0.25517241379310346,1.5517241379310347,2343
0.25517241379310346,1.6551724137931034,2320
0.25517241379310346,1.7586206896551722,2098
0.25517241379310346,1.8620689655172415,1965
0.25517241379310346,1.9655172413793103,1999
0.25517241379310346,2.0689655172413794,1790
0.25517241379310346,2.1724137931034484,1791
0.25517241379310346,2.275862068965517,1745
0.25517241379310346,2.3793103448275863,1677
0.25517241379310346,2.4827586206896552,1602
0.25517241379310346,2.586206896551724,1566
0.25517241379310346,2.689655172413793,1501
0.25517241379310346,2.793103448275862,1489
0.25517241379310346,2.8965517241379306,1468
0.25517241379310346,3.0,1324
0.28620689655172415,0.0,3500
0.28620689655172415,0.10344827586206896,3412
0.28620689655172415,0.20689655172413793,3403
0.28620689655172415,0.3103448275862069,3334
0.28620689655172415,0.41379310344827586,3311
0.28620689655172415,0.5172413793103449,3277
0.28620689655172415,0.6206896551724138,3121
0.28620689655172415,0.7241379310344827,3043
0.28620689655172415,0.8275862068965517,2971
0.28620689655172415,0.9310344827586208,2910
0.28620689655172415,1.0344827586206897,2855
0.28620689655172415,1.1379310344827585,2760
0.28620689655172415,1.2413793103448276,2670
0.28620689655172415,1.3448275862068966,2489
0.28620689655172415,1.4482758620689653,2442
0.28620689655172415,1.5517241379310347,2253
0.28620689655172415,1.6551724137931034,2117
0.28620689655172415,1.7586206896551722,2087
0.28620689655172415,1.8620689655172415,1899
0.28620689655172415,1.9655172413793103,1788
0.28620689655172415,2.0689655172413794,1717
0.28620689655172415,2.1724137931034484,1599
0.28620689655172415,2.275862068965517,1698
0.28620689655172415,2.3793103448275863,1591
0.28620689655172415,2.4827586206896552,1414
0.28620689655172415,2.586206896551724,1430
